STD_DT2,KOSPI2,VKOSPI,USDKRW,USDKRW_V,CRUDE_F,SPX,VSPX,ROKCDS,KOSPI2_RET,FX_RET,CRUDE_RET,SPX_RET,KOSPI2_RET_AVG,KOSPI2_RET_MIN,KOSPI2_RET_MAX,KOSPI2_RET_AMP,KOSPI2_RET_STD,KOSPI2_RET_SKEW,KOSPI2_RET_SUM,FX_RET_AVG,FX_RET_MIN,FX_RET_MAX,FX_RET_AMP,FX_RET_STD,FX_RET_SKEW,FX_RET_SUM,CRUDE_RET_AVG,CRUDE_RET_MIN,CRUDE_RET_MAX,CRUDE_RET_AMP,CRUDE_RET_STD,CRUDE_RET_SKEW,CRUDE_RET_SUM,SPX_RET_AVG,SPX_RET_MIN,SPX_RET_MAX,SPX_RET_AMP,SPX_RET_STD,SPX_RET_SKEW,SPX_RET_SUM,VSPREAD,VIX_SPREAD
2003-01-03,84.15,34.5,1196.95,8.75,31.85,909.03,25.39,71.667,4.161454459,0.355701001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-06,84.92,33.04,1188.95,8.625,33.08,908.59,24.68,72.0835,0.91087162,-0.670608993,3.789148814,-0.048414961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-07,83.03,33.98,1186.55,8.65,32.1,929.01,24.91,72.5,-2.250764856,-0.202062792,-3.007284002,2.22255557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-08,82.97,33.17,1181,8.4,31.08,922.93,25.13,72.5,-0.07228916,-0.468839954,-3.229150464,-0.656611104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-09,80.04,34.02,1178.5,8.55,30.56,909.93,25.53,75,-3.595258696,-0.211909382,-1.68725612,-1.41857185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-10,79.93,38.05,1178.6,8.45,31.99,927.58,24.25,75,-0.137525808,0.008485003,4.573138966,1.921137066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-13,82.58,37.56,1178.5,8.35,31.68,927.57,24.32,75,3.261626882,-0.008485003,-0.973778702,-0.00107808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-14,82.79,36.75,1171,8.25,32.26,926.26,24.9,75,0.253976069,-0.638435878,1.814250575,-0.141329056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-15,82.52,35.59,1175.4,8.5,32.37,931.66,24.57,75,-0.326659295,0.375043058,0.340399524,0.581296849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-16,82.58,35.86,1173.4,8.375,33.21,918.22,25.51,75,0.072683225,-0.170299769,2.561896745,-1.453092794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-17,80.96,36,1173.45,8.4,33.66,914.6,25.01,77.5,-1.981231492,0.004261031,1.345915337,-0.39502021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-20,80.72,35.97,1173.75,8.5,33.785,908.19,25.355,77.5,-0.296882949,0.025562372,0.370672824,-0.703320341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-21,80.5,36.06,1176,8.1,33.91,901.78,25.7,77.5,-0.272919162,0.191509794,0.369303913,-0.708301994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-22,79.23,36.47,1176.75,7.8,34.61,887.62,27.59,77.5,-1.590216945,0.063755182,2.043270151,-1.58268644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-23,79.57,36.67,1173,7.75,32.85,878.36,29.01,77.5,0.428212241,-0.319183163,-5.219091272,-1.04871911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-24,77.54,36.6,1166.5,8.15,32.25,887.34,27.53,78.75,-2.584320515,-0.555675719,-1.843370169,1.017169103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-27,75.45,38.46,1171,7.775,33.28,861.4,31.51,78.333,-2.732374703,0.385027214,3.143857271,-2.966925079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-28,76.46,36.11,1170.25,7.75,32.29,847.48,34.69,78.333,1.329754305,-0.064068342,-3.019903118,-1.629173246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-29,74.15,36.36,1170,7.475,32.67,858.54,31.93,78.333,-3.067765968,-0.021365239,1.169964084,1.296603199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-30,75.22,35.88,1171.75,7.1,33.63,864.36,31.26,82.5,1.432708446,0.149460901,2.896130014,0.675607654,-0.352846115,-3.595258696,4.161454459,7.756713155,38.87405143,0.421836031,-7.0569223,-0.088606434,-0.670608993,0.385027214,1.055636207,6.088052104,-0.360877431,-1.772128678,0.271905719,-5.219091272,4.573138966,9.792230238,50.48744215,-0.349496997,5.438114373,-0.251943741,-2.966925079,2.22255557,5.189480648,24.66275447,0.095827198,-5.038874824,2.994051434,-6.59724553
2003-02-03,76.3,35.82,1180,7.2,33.51,855.7,31.17,78.333,1.425578525,0.701608066,-0.3574624,-1.006950127,-0.489639912,-3.595258696,3.261626882,6.856885578,34.25305358,-0.004952227,-9.792798235,-0.071311081,-0.670608993,0.701608066,1.372217059,6.719592113,0.112879436,-1.426221613,0.254032599,-5.219091272,4.573138966,9.792230238,50.54748425,-0.326458556,5.080651973,-0.302291248,-2.966925079,2.22255557,5.189480648,24.83966181,0.211064879,-6.045824951,-1.56694642,-6.330338194
2003-02-04,76.7,36.38,1177.3,6.85,32.76,860.32,31.02,78.333,0.522877008,-0.229075738,-2.263564276,0.538456564,-0.509039642,-3.595258696,3.261626882,6.856885578,33.98737089,0.013530897,-10.18079285,-0.049234418,-0.638435878,0.701608066,1.340043944,6.208396896,0.276412814,-0.984688358,-0.048603056,-5.219091272,4.573138966,9.792230238,49.00557193,-0.171426572,-0.972061117,-0.272947671,-2.966925079,2.22255557,5.189480648,25.08024899,0.145466183,-5.458953426,-2.392629113,-5.939751011
2003-02-05,76.23,36.91,1174.25,6.7,33.58,848.2,32.76,77.833,-0.614662237,-0.259403518,2.472239266,-1.418795602,-0.427234511,-3.595258696,3.261626882,6.856885578,33.0833394,-0.083430252,-8.544690227,-0.052101454,-0.638435878,0.701608066,1.340043944,6.240263783,0.291870503,-1.042029083,0.225373108,-5.219091272,4.573138966,9.792230238,48.23502083,-0.390668682,4.507462151,-0.45501523,-2.966925079,1.921137066,4.888062144,22.84450467,0.121121706,-9.100304598,-3.826660599,-9.915495326
2003-02-06,74.74,37.05,1176.6,6.65,33.93,843.59,33.04,77.833,-1.973966194,0.199927752,1.036892715,-0.544986247,-0.522318363,-3.595258696,3.261626882,6.856885578,33.68341311,0.060939758,-10.44636726,-0.018663069,-0.638435878,0.701608066,1.340043944,6.032844572,0.132808547,-0.373261377,0.438675266,-5.219091272,4.573138966,9.792230238,45.74422986,-0.577893339,8.77350533,-0.449433987,-2.966925079,1.921137066,4.888062144,22.83055404,0.106031317,-8.98867974,-3.366586893,-10.20944596
2003-02-07,73.17,38.8,1184,7.4,34.16,838.15,33.35,86.25,-2.122992316,0.626961301,0.675579012,-0.64695125,-0.448705044,-3.067765968,3.261626882,6.32939285,31.6276212,0.246453044,-8.974100882,0.023280465,-0.638435878,0.701608066,1.340043944,6.558157244,0.093466728,0.465609307,0.556817023,-5.219091272,4.573138966,9.792230238,44.73730573,-0.74230216,11.13634046,-0.410852957,-2.966925079,1.921137066,4.888062144,22.43587964,0.034763531,-8.21705914,-7.172378795,-10.91412036
2003-02-10,73.16,38.54,1195,8.45,35.12,829.69,34.01,84.333,-0.013667737,0.924764892,2.771539985,-1.014494503,-0.442512141,-3.067765968,3.261626882,6.32939285,31.65544534,0.234016122,-8.850242812,0.06909446,-0.638435878,0.924764892,1.56320077,7.603334252,0.354154035,1.381889196,0.466737074,-5.219091272,3.143857271,8.362948543,42.22149349,-1.039269913,9.334741481,-0.557634535,-2.966925079,1.296603199,4.263528278,19.94042839,-0.142029449,-11.15269071,-6.884554662,-14.06957161
2003-02-11,73.01,37.2,1209.2,9.1,34.48,835.97,33.99,99.667,-0.205240545,1.181279854,-1.839132297,0.754059022,-0.615855512,-3.067765968,1.432708446,4.500474414,26.98190453,-0.265619109,-12.31711024,0.128582703,-0.638435878,1.181279854,1.819715732,8.94974807,0.574333694,2.571654053,0.423469394,-5.219091272,3.143857271,8.362948543,42.94432162,-0.971236657,8.469387885,-0.51987768,-2.966925079,1.296603199,4.263528278,20.59550635,-0.148401597,-10.39755361,-10.21809547,-13.39449365
2003-02-12,74.02,37.59,1199.5,8.95,35.44,829.2,33.68,101.333,1.373890889,-0.805418063,2.746167994,-0.813134671,-0.559859771,-3.067765968,1.432708446,4.500474414,28.07739072,-0.229788051,-11.19719542,0.120233593,-0.805418063,1.181279854,1.986697917,9.24812222,0.390592923,2.404671868,0.470065265,-5.219091272,3.143857271,8.362948543,43.70196339,-0.941423866,9.401305304,-0.553467961,-2.966925079,1.296603199,4.263528278,20.55822519,-0.048851808,-11.06935922,-9.512609278,-13.12177481
2003-02-13,72.92,39.7,1202.9,9,35.77,818.68,34.33,128.5,-1.497237715,0.283050472,0.926842753,-1.276809345,-0.618388692,-3.067765968,1.432708446,4.500474414,28.33476389,-0.106957813,-12.36777384,0.115633964,-0.805418063,1.181279854,1.986697917,9.207692212,0.421186418,2.312679282,0.499387427,-5.219091272,3.143857271,8.362948543,43.74032998,-0.98116743,9.987748533,-0.646373271,-2.966925079,1.296603199,4.263528278,20.11562847,0.150611025,-12.92746541,-11.36523611,-14.21437153
2003-02-14,72.86,37.4,1204,9.55,36.36,817.37,33.7,120.667,-0.082315823,0.091403887,1.635971604,-0.160141839,-0.626138644,-3.067765968,1.432708446,4.500474414,28.26980378,-0.093414968,-12.52277289,0.128719147,-0.805418063,1.181279854,1.986697917,9.119017101,0.354752158,2.574382938,0.45309117,-5.219091272,3.143857271,8.362948543,43.07538817,-0.996129399,9.061823392,-0.581725723,-2.966925079,1.296603199,4.263528278,19.87642842,-0.018060248,-11.63451446,-9.130196221,-13.82357158
2003-02-17,76.32,36.03,1206,9.75,36.58,826.13,33.16,117.0835,4.639523556,0.165975142,0.603237365,1.066027741,-0.295100892,-3.067765968,4.639523556,7.707289524,35.41829962,0.71350581,-5.90201784,0.136804852,-0.805418063,1.181279854,1.986697917,9.102771582,0.301151623,2.736097049,0.415957271,-5.219091272,3.143857271,8.362948543,42.89614161,-0.957194474,8.31914542,-0.508673325,-2.966925079,1.296603199,4.263528278,21.08342206,-0.041743666,-10.17346651,-0.611700384,-12.07657794
2003-02-18,76.55,36.63,1200.5,9.35,36.8,834.89,32.62,113.5,0.300909496,-0.457096163,0.599620221,1.054783352,-0.26521127,-3.067765968,4.639523556,7.707289524,35.50967138,0.656331271,-5.304225394,0.112671926,-0.805418063,1.181279854,1.986697917,9.443244423,0.33184541,2.253438514,0.427404641,-5.219091272,3.143857271,8.362948543,42.90264833,-0.973718801,8.548092817,-0.420768141,-2.966925079,1.296603199,4.263528278,22.08556267,-0.145354062,-8.415362817,-1.120328624,-10.53443733
2003-02-19,76.22,35.63,1195,9,36.96,851.17,31.11,108.333,-0.432022666,-0.45919513,0.43384016,1.931189396,-0.273166445,-3.067765968,4.639523556,7.707289524,35.51683908,0.670155809,-5.463328898,0.08013668,-0.805418063,1.181279854,1.986697917,9.743265179,0.432412132,1.602733591,0.430631453,-5.219091272,3.143857271,8.362948543,42.9018552,-0.978561654,8.612629064,-0.288793571,-2.966925079,1.931189396,4.898114475,24.20245606,-0.084109096,-5.775871427,-0.113160922,-6.907543938
2003-02-20,76.89,35.14,1189,8.5,37.16,845.13,31.31,106,0.87519336,-0.503356767,0.539666717,-0.712141193,-0.14989593,-3.067765968,4.639523556,7.707289524,35.32163701,0.493885286,-2.997918593,0.051781082,-0.805418063,1.181279854,1.986697917,10.05771568,0.493209621,1.035621641,0.355451281,-5.219091272,3.143857271,8.362948543,42.29263558,-0.930812457,7.10902563,-0.245266309,-2.966925079,1.931189396,4.898114475,23.58627666,-0.143485752,-4.90532618,0.18163701,-7.723723336
2003-02-21,76.61,34.79,1192.15,8.3,36.79,837.1,31.16,106,-0.364821252,0.264578194,-1.000684483,-0.954692401,-0.189547604,-3.067765968,4.639523556,7.707289524,35.23465655,0.5673364,-3.790952086,0.08096915,-0.805418063,1.181279854,1.986697917,9.952716993,0.34711866,1.619382998,0.566371621,-3.019903118,3.143857271,6.163760389,34.78401179,-0.406684001,11.32743242,-0.240564974,-2.966925079,1.931189396,4.898114475,23.52809465,-0.152217832,-4.811299471,0.444656546,-7.631905351
2003-02-24,78.32,34.59,1192.25,8.1,35.58,848.17,30.25,103.667,2.207538169,0.008387854,-3.344238688,1.313754973,0.05004533,-3.067765968,4.639523556,7.707289524,34.92332189,0.40646938,1.000906598,0.109172329,-0.805418063,1.181279854,1.986697917,9.542841404,0.326281645,2.183446572,0.491328195,-3.344238688,3.143857271,6.488095959,37.28263908,-0.562518942,9.8265639,-0.22573568,-2.966925079,1.931189396,4.898114475,23.8643798,-0.13247423,-4.514713601,0.333321893,-6.385620197
2003-02-25,75.13,36.08,1185.15,8.45,36.48,832.58,31.98,103.5,-4.158305184,-0.597292934,2.498048297,-1.855177406,-0.021251194,-4.158305184,4.639523556,8.79782874,37.53908229,0.039798085,-0.425023883,0.060056321,-0.805418063,1.181279854,1.986697917,9.912868366,0.451219803,1.201126424,0.459037746,-3.344238688,2.896130014,6.240368702,36.49370339,-0.632230547,9.180754925,-0.170148296,-1.855177406,1.931189396,3.786366802,21.79396093,0.304504892,-3.402965929,1.459082291,-10.18603907
2003-02-26,74.83,35.84,1188.6,8.35,36.06,838.57,31.74,103.5,-0.400107229,0.29067951,-1.157994743,0.716874685,-0.107744271,-4.158305184,4.639523556,8.79782874,37.0675379,0.169858572,-2.154885418,0.077793714,-0.805418063,1.181279854,1.986697917,9.943332281,0.339319078,1.555874275,0.552133165,-3.344238688,2.896130014,6.240368702,33.85537669,-0.569088047,11.0426633,-0.0528459,-1.855177406,1.931189396,3.786366802,21.06918607,0.146911719,-1.056917997,1.227537902,-10.67081393
2003-02-27,73.8,35.53,1186.85,8.4,37.7,827.55,31.94,105,-1.386014249,-0.147340531,4.447587668,-1.32285318,-0.023656685,-4.158305184,4.639523556,8.79782874,35.13342865,0.271187712,-0.473133698,0.071494949,-0.805418063,1.181279854,1.986697917,9.981954709,0.371303831,1.429898984,0.716014344,-3.344238688,4.447587668,7.791826356,37.68350065,-0.241626661,14.32028688,-0.183818719,-1.855177406,1.931189396,3.786366802,20.81639494,0.351340817,-3.676374376,-0.396571353,-11.12360506
2003-02-28,72.85,35.45,1193.65,8.3,37.2,837.28,30.53,108,-1.295619897,0.571310103,-1.335133317,1.168901424,-0.160073102,-4.158305184,4.639523556,8.79782874,34.89330706,0.476880289,-3.20146204,0.092587409,-0.805418063,1.181279854,1.986697917,10.20542964,0.263473053,1.851748185,0.504451178,-3.344238688,4.447587668,7.791826356,37.31442368,-0.035377211,10.08902355,-0.15915403,-1.855177406,1.931189396,3.786366802,21.30849181,0.331405333,-3.183080607,-0.556692937,-9.221508192
2003-03-03,74.87,35.26,1194.25,8.1,36.6,841.15,29.63,109.5,2.73507436,0.050253362,-1.626052087,0.461146054,-0.09459831,-4.158305184,4.639523556,8.79782874,36.4501747,0.474677082,-1.891966205,0.060019674,-0.805418063,1.181279854,1.986697917,9.831195469,0.409004143,1.200393481,0.441021693,-3.344238688,4.447587668,7.791826356,38.25893939,0.007039845,8.820433866,-0.085749221,-1.855177406,1.931189396,3.786366802,21.10842361,0.155885598,-1.714984426,1.190174704,-8.52157639
2003-03-04,73.07,35.24,1193.05,7.9,35.88,834.81,30.43,113,-2.433539044,-0.10053199,-1.986820322,-0.756584912,-0.242419113,-4.158305184,4.639523556,8.79782874,37.6561986,0.581478896,-4.848382257,0.066446861,-0.805418063,1.181279854,1.986697917,9.773749421,0.38312383,1.328937228,0.454858891,-3.344238688,4.447587668,7.791826356,37.89969465,0.024986793,9.097177821,-0.150501295,-1.855177406,1.931189396,3.786366802,21.0977415,0.328140779,-3.010025901,2.416198604,-9.332258504
2003-03-05,70.95,36.06,1199.15,8.15,36.89,821.99,31.83,115.167,-2.94424822,0.509991909,2.776047442,-1.547592452,-0.358898412,-4.158305184,4.639523556,8.79782874,39.37447379,0.565816272,-7.177968239,0.104916633,-0.805418063,1.181279854,1.986697917,9.833471443,0.17882129,2.098332655,0.4700493,-3.344238688,4.447587668,7.791826356,38.23113199,0.030389965,9.400985996,-0.156941138,-1.855177406,1.931189396,3.786366802,21.25308463,0.311120236,-3.138822751,3.314473792,-10.57691537
2003-03-06,70.37,37.63,1210.5,8.85,36.69,829.85,30.38,122.333,-0.820836763,0.942052492,-0.543627324,0.951673203,-0.30124194,-4.158305184,4.639523556,8.79782874,38.76933922,0.526784053,-6.024838808,0.14202287,-0.805418063,1.181279854,1.986697917,10.46218928,0.130858779,2.840457395,0.391023298,-3.344238688,4.447587668,7.791826356,38.37690769,0.152424046,7.820465957,-0.082108165,-1.855177406,1.931189396,3.786366802,21.68546903,0.129604889,-1.642163301,1.139339222,-8.694530966
2003-03-07,69.33,38.66,1218.85,9.7,37,822.1,31.37,133.125,-1.488932302,0.687429385,0.841367428,-0.938291941,-0.26953894,-4.158305184,4.639523556,8.79782874,38.28862269,0.525893634,-5.390778794,0.145046274,-0.805418063,1.181279854,1.986697917,10.51906677,0.127330819,2.900925478,0.399312719,-3.344238688,4.447587668,7.791826356,38.4070464,0.138812188,7.986254372,-0.0966752,-1.855177406,1.931189396,3.786366802,21.86621259,0.151393506,-1.933503992,-0.37137731,-9.503787414
2003-03-10,69.26,39.53,1238.7,12,37.78,828.89,31.08,140.667,-0.101017398,1.615465133,2.086194943,0.822541419,-0.273906423,-4.158305184,4.639523556,8.79782874,38.27922614,0.533459989,-5.478128455,0.179581286,-0.805418063,1.615465133,2.420883196,11.83422848,0.568991624,3.591625719,0.365045467,-3.344238688,4.447587668,7.791826356,37.69891874,0.139602412,7.300909331,-0.004823404,-1.855177406,1.931189396,3.786366802,21.79309697,-0.055031995,-0.096468071,-1.250773862,-9.286903029
2003-03-11,67.79,39.9,1229.95,11,37.27,807.48,33.31,145,-2.145284753,-0.708892443,-1.359114858,-2.616916936,-0.370908633,-4.158305184,4.639523556,8.79782874,39.1007638,0.613939031,-7.418172663,0.085072671,-0.805418063,1.615465133,2.420883196,11.51112122,0.68939758,1.701453423,0.389046338,-3.344238688,4.447587668,7.791826356,37.21239611,0.148258681,7.78092677,-0.173372201,-2.616916936,1.931189396,4.548106331,24.1668122,-0.120998686,-3.467444029,-0.799236199,-9.143187799
2003-03-12,67.65,39.62,1243.8,11.8,36.72,800.73,33.61,171.667,-0.206733683,1.119769154,-1.486714774,-0.83944754,-0.449939862,-4.158305184,4.639523556,8.79782874,38.32107348,0.745129417,-8.998797234,0.181332032,-0.708892443,1.615465133,2.324357576,11.58788825,0.617479166,3.626640639,0.1774022,-3.344238688,4.447587668,7.791826356,36.44736096,0.363296086,3.548044002,-0.174687845,-2.616916936,1.931189396,4.548106331,24.18045134,-0.118299855,-3.493756897,-1.298926524,-9.429548658
2003-03-13,67.84,40.87,1245.75,13.5,37.83,804.19,33.51,180,0.280463687,0.156654849,2.978087289,0.431174808,-0.361054792,-4.158305184,4.639523556,8.79782874,38.13983576,0.618592584,-7.221095833,0.175012251,-0.708892443,1.615465133,2.324357576,11.57915122,0.653356563,3.500245016,0.279964427,-3.344238688,4.447587668,7.791826356,38.26569007,0.299904447,5.599288537,-0.089288637,-2.616916936,1.931189396,4.548106331,23.7825416,-0.306065136,-1.785772744,-2.730164243,-9.7274584
2003-03-14,68.51,38,1241.35,12.3,36.01,831.9,31.76,170.5,0.982772853,-0.35382611,-4.930576098,3.387668162,-0.307800358,-4.158305184,4.639523556,8.79782874,38.55848328,0.527793785,-6.156007157,0.152750751,-0.708892443,1.615465133,2.324357576,11.79511161,0.701760614,3.055015019,-0.048362958,-4.930576098,4.447587668,9.378163766,43.69305171,-0.020332922,-0.967259165,0.088101863,-2.616916936,3.387668162,6.004585098,28.02968402,0.186326274,1.762037257,0.558483284,-3.730315979
2003-03-17,65.64,42.9,1247.4,12.5,35.38,833.27,30.98,182.5,-4.279445379,0.486188803,-1.764998893,0.164547801,-0.753748805,-4.279445379,2.73507436,7.014519739,35.2587255,-0.197168637,-15.07497609,0.168761434,-0.708892443,1.615465133,2.324357576,11.88102071,0.609822692,3.37522868,-0.166774771,-4.930576098,4.447587668,9.378163766,44.18313568,0.125940639,-3.335495423,0.043027866,-2.616916936,3.387668162,6.004585098,27.68795928,0.279058655,0.860557317,-7.641274501,-3.292040719
2003-03-18,68.49,41.35,1253.75,13.5,34.93,862.79,31.75,185.833,4.250248299,0.507767518,-1.280062991,3.481360498,-0.556281864,-4.279445379,4.250248299,8.529693678,41.0835674,0.298339232,-11.12563729,0.217004618,-0.708892443,1.615465133,2.324357576,11.61669025,0.461255699,4.340092361,-0.260758932,-4.930576098,4.447587668,9.378163766,44.28636303,0.251696369,-5.215178636,0.164356723,-2.616916936,3.481360498,6.098277433,31.11931505,0.483807559,3.287134463,-0.266432598,-0.630684945
2003-03-19,69.05,42.84,1256.85,13.4,31.67,866.45,30.43,172.5,0.814313065,0.246953045,-9.797619827,0.423307981,-0.493965078,-4.279445379,4.250248299,8.529693678,41.49889656,0.20849393,-9.879301559,0.252312027,-0.708892443,1.615465133,2.324357576,11.2116824,0.401739717,5.046240536,-0.772331931,-9.797619827,4.447587668,14.24520749,59.98910949,-0.989716211,-15.44663862,0.088962652,-2.616916936,3.481360498,6.098277433,30.12551303,0.610782609,1.779253048,-1.341103438,-0.30448697
2003-03-20,72.4,41.16,1245.95,12.45,29.88,874.02,31.54,166.667,4.737541954,-0.87102996,-5.818050029,0.86988546,-0.300847648,-4.279445379,4.737541954,9.016987333,46.87839651,0.4383312,-6.016952965,0.233928367,-0.87102996,1.615465133,2.486495093,11.78319971,0.199681713,4.678567344,-1.090217768,-9.797619827,4.447587668,14.24520749,63.37102165,-0.728550064,-21.80435537,0.168063985,-2.616916936,3.481360498,6.098277433,30.07539175,0.461045336,3.361279701,5.718396506,-1.464608253
2003-03-21,73.37,39.46,1247.7,11.8,28.61,875.67,30.44,163.333,1.330883333,0.140356529,-4.34330532,0.188604894,-0.216062419,-4.279445379,4.737541954,9.016987333,47.3908476,0.326931765,-4.32124838,0.227717284,-0.87102996,1.615465133,2.486495093,11.78894094,0.232732177,4.554345678,-1.25734881,-9.797619827,4.447587668,14.24520749,64.87138988,-0.566375938,-25.14697621,0.22522885,-2.616916936,3.481360498,6.098277433,29.64903575,0.380524075,4.504576997,7.930847604,-0.79096425
2003-03-24,72.58,41.23,1250.9,12,26.91,895.79,28.67,165,-1.082573094,0.25614358,-6.125834232,2.271670287,-0.380567982,-4.279445379,4.737541954,9.016987333,46.22855603,0.517755065,-7.611359644,0.24010507,-0.87102996,1.615465133,2.486495093,11.74783221,0.170681537,4.802101404,-1.396428587,-9.797619827,4.447587668,14.24520749,67.6205014,-0.509219841,-27.92857175,0.273124616,-2.616916936,3.481360498,6.098277433,30.59205441,0.350373189,5.462492311,4.998556026,1.922054411
2003-03-25,70.7,41.15,1250.4,11.15,28.66,864.23,30.39,165,-2.624382888,-0.039979211,6.300445766,-3.586707342,-0.303871867,-4.279445379,4.737541954,9.016987333,44.24228226,0.680907545,-6.077437348,0.267970756,-0.87102996,1.615465133,2.486495093,11.21379214,0.201335015,5.359415127,-1.206308714,-9.797619827,6.300445766,16.09806559,73.52106638,-0.153726225,-24.12617428,0.186548119,-3.586707342,3.481360498,7.06806784,33.64789516,-0.085052217,3.730962375,3.092282258,3.257895162
2003-03-26,70.58,40.09,1244.4,10.7,27.97,874.74,28.75,164.5,-0.169875466,-0.481001408,-2.436991519,1.208776226,-0.292360279,-4.279445379,4.737541954,9.016987333,44.24359431,0.664292827,-5.847205585,0.22938671,-0.87102996,1.615465133,2.486495093,11.65948394,0.282059451,4.587734209,-1.270258553,-9.797619827,6.300445766,16.09806559,73.70771317,-0.099201879,-25.40517106,0.211143196,-3.586707342,3.481360498,7.06806784,33.8617718,-0.120056881,4.222863916,4.153594309,5.111771802
2003-03-27,69.82,38.67,1246.9,10.9,28.63,869.95,28.23,165.333,-1.082631657,0.200698498,2.33226119,-0.549096061,-0.27719115,-4.279445379,4.737541954,9.016987333,44.11833463,0.651938758,-5.543822993,0.246788662,-0.87102996,1.615465133,2.486495093,11.53761687,0.209201959,4.935773238,-1.376024877,-9.797619827,6.300445766,16.09806559,71.06181553,-0.175195487,-27.52049753,0.249831052,-3.586707342,3.481360498,7.06806784,33.34579971,-0.164747045,4.996621035,5.448334627,5.115799707
2003-03-28,70.77,38.21,1255.3,11.65,30.37,868.52,27.96,165,1.351468041,0.671411682,5.900015995,-0.164512511,-0.144836753,-4.279445379,4.737541954,9.016987333,44.3928866,0.474894728,-2.896735055,0.251793741,-0.87102996,1.615465133,2.486495093,11.59946491,0.18946881,5.035874817,-1.014267411,-9.797619827,6.300445766,16.09806559,77.56602692,-0.095953007,-20.28534822,0.183160355,-3.586707342,3.481360498,7.06806784,33.12560456,-0.049322505,3.6632071,6.182886596,5.165604562
2003-03-31,68.05,40.96,1254.45,11.7,30.16,863.5,27.75,162.5,-3.919245299,-0.067735833,-0.693873592,-0.579671604,-0.477552736,-4.279445379,4.737541954,9.016987333,45.19449722,0.579097264,-9.551054715,0.245894281,-0.87102996,1.615465133,2.486495093,11.64969053,0.212976218,4.917885623,-0.967658486,-9.797619827,6.300445766,16.09806559,77.52700016,-0.134156697,-19.35316973,0.131119472,-3.586707342,3.481360498,7.06806784,33.25596896,0.04578183,2.622389442,4.234497219,5.505968965
2003-04-01,68.4,38.67,1256.55,11.75,31.04,848.18,29.15,161,0.513009553,0.167264077,2.876015218,-1.790102017,-0.330225306,-4.279445379,4.737541954,9.016987333,44.49219664,0.43493329,-6.604506117,0.259284084,-0.87102996,1.615465133,2.486495093,11.55247597,0.155441769,5.18568169,-0.724516709,-9.797619827,6.300445766,16.09806559,79.06694145,-0.274819563,-14.49033419,0.079443617,-3.586707342,3.481360498,7.06806784,34.06909211,0.07328851,1.588872337,5.822196642,4.919092112
2003-04-02,69,38.6,1254.1,11.1,29.78,858.48,28.36,153.5,0.873367997,-0.195168644,-4.143966806,1.20705062,-0.139344495,-4.279445379,4.737541954,9.016987333,43.15226519,0.293813092,-2.786889901,0.224026057,-0.87102996,1.615465133,2.486495093,11.65084157,0.316218974,4.480521137,-1.070517422,-9.797619827,6.300445766,16.09806559,78.70706338,-0.06727588,-21.41034844,0.21717577,-3.586707342,3.481360498,7.06806784,33.57060692,-0.123358868,4.343515409,4.552265188,5.210606916
2003-04-03,69.28,38.31,1254.9,11.2,28.56,880.9,28.02,146.667,0.404975966,0.063770429,-4.182988978,2.57807285,-0.078053859,-4.279445379,4.737541954,9.016987333,43.09807996,0.206767887,-1.561077172,0.180111954,-0.87102996,1.615465133,2.486495093,11.20670892,0.496911237,3.602239074,-1.252485504,-9.797619827,6.300445766,16.09806559,79.76746316,0.056401165,-25.04971009,0.298495753,-3.586707342,3.481360498,7.06806784,34.94506221,-0.135700974,5.969915055,4.788079963,6.925062209
2003-04-04,70.99,37.34,1257.95,10.575,28.97,876.45,28.21,142.5,2.43827578,0.242752373,1.425367431,-0.506445445,0.118306545,-4.279445379,4.737541954,9.016987333,43.88655489,0.000574025,2.36613091,0.157878103,-0.87102996,1.615465133,2.486495093,10.97868568,0.617396928,3.157562061,-1.223285504,-9.797619827,6.300445766,16.09806559,80.10027529,0.040438273,-24.46571009,0.320088078,-3.586707342,3.481360498,7.06806784,34.69928044,-0.16486008,6.401761551,6.546554894,6.489280441
